"","ScientificName","CommonName","Sex","Minimum length at first maturity","Mean length at first maturity (Lm)","Measurement type","Country","Locality","Reference"
"25","Erimystax x-punctatus","Gravel chub","Unsexed",NA,81,"TL","United States","Missouri","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"26","Exoglossum maxillingua","Cutlips minnow","Unsexed",NA,80,NA,NA,NA,"<a href=https://doi.org/10.2307/1436880 target='_blank' >Coker et al. 2001</a>"
"272","Nocomis biguttatus","Hornyhead chub","Unsexed",NA,93,"SL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"283","Notropis blennius","River shiner","Unsexed",NA,69,"SL",NA,"Lake of the Woods","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"2910","Notropis buchanani","Ghost shiner","Unsexed",NA,43,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"3010","Notropis dorsalis","Bigmouth shiner","Unsexed",NA,48,"TL","United States","Des Moines River, Iowa","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"311","Notropis heterodon","Blackchin shiner","Unsexed",NA,37,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"322","Notropis heterolepis","Blacknose shiner","Unsexed",NA,24,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"334","Notropis hudsonius","Spottail shiner","Unsexed",NA,55,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"341","Notropis photogenis","Silver shiner","Unsexed",NA,57,"SL","Canada","Ontario","<a href=https://doi.org/10.1139/z82-182 target='_blank' >McKee and Parker, 1982</a>"
"354","Notropis rubellus","Rosyface shiner","Unsexed",NA,50,"SL","United States","New York","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"36","(Notropis stramineus","Sand shiner","Unsexed",NA,29,"SL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=54724 target='_blank' >Jenkins and Burkhead, 1993</a>"
"372","Notropis texanus","Weed shiner","Unsexed",NA,42,"TL","United States","Wisconsin","<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Coker et al. 2001</a>"
"381","Notropis volucellus","Mimic shiner","Unsexed",NA,35,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"39","Chrosomus eos","Northern redbelly dace","Unsexed",NA,46,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"402","Chrosomus neogaeus","Finescale dace","Unsexed",NA,59,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"411","Pimephales notatus","Bluntnose minnow","Unsexed",NA,50,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"42","Pimephales promelas","Fathead minnow","Unsexed",NA,54,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"43","Platygobio?gracilis","Flathead chub","Unsexed",NA,180,NA,"Canada","Peace River, Alberta","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=78981 target='_blank' >Nelson and Paetz, 1992</a>"
"444","Ptychocheilus oregonensis","Northern squawfish","Unsexed",NA,305,NA,"Canada","British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"456","Rhinichthys atratulus","Blacknose dace","Unsexed",NA,49,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"46","Rhinichthys cataractae","Longnose dace","Unsexed",NA,74,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"47","Rhinichthys falcatus","Leopard dace","Unsexed",NA,70,"FL","Canada","Fraser River, British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=10307 target='_blank' >Gee and Northcote, 1963</a>"
"48","Rhinichthys osculus","Speckled dace","Unsexed",NA,45,NA,"Canada","British Columbia","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"49","Richardsonius balteatus","Redside shiner","Unsexed",NA,69,NA,"United States","Montana","<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979.</a>"
"50","Semotilus atromaculatus","Creek chub","Unsexed",NA,87,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"51","Tinca tinca","Tench","Male",NA,95,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"52","Tinca tinca","Tench","Female",NA,120,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"531","Carpiodes cyprinus","Quillback","Unsexed",NA,472,"SL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"541","Catostomus catostomus","Longnose sucker","Unsexed",NA,240,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"551","Catostomus columbianus","Bridgelip sucker","Unsexed",NA,378,"FL","Canada","British Columbia","<a href=http://dx.doi.org/10.1577/1548-8659(1980)109%3C92:LHOTBS%3E2.0.CO;2 target='_blank' >Dauble, 1980</a>"
"56","Catostomus commersonii","White sucker","Unsexed",NA,253,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"57","Catostomus macrocheilus","Largescale sucker","Unsexed",NA,190,"FL","Canada","British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"58","Erimyzon sucetta","Lake chubsucker","Unsexed",NA,208,NA,"United States","Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"59","Hypentelium nigricans","Northern hog sucker","Unsexed",NA,133,"TL","United States","New York","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"60","Ictiobus cyprinellus","Bigmouth buffalo","Unsexed",NA,400,NA,"Canada","Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"61","Ictiobus niger","Black buffalo","Unsexed",225,308,NA,"United States",NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"62","Minytrema melanops","Spotted sucker","Unsexed",NA,270,"TL","United States","Oklahoma","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"634","Moxostoma anisurum","Silver redhorse","Unsexed",NA,391,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"641","Moxostoma carinatum","River redhorse","Unsexed",NA,335,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"65","Moxostoma duquesni","Black redhorse","Unsexed",NA,230,NA,"United States","Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"6610","Moxostoma erythrurum","Golden redhorse","Unsexed",NA,259,NA,"United States","Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"67","Moxostoma hubbsi","Copper redhorse","Mixed",NA,652,NA,"Canada","Quebec","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"68","Moxostoma macrolepidotum","Shorthead redhorse","Unsexed",NA,195,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"69","Moxostoma valenciennesi","Greater redhorse","Male",NA,460,"SL","Canada","Lake Ontario drainage","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"701","Ameiurus melas","Black bullhead","Unsexed",NA,220,"TL","United States","North Dakota","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"71","Ameiurus natalis","Yellow bullhead","Unsexed",NA,212,"TL","United States","Northern states","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"72","Ameiurus nebulosus","Brown bullhead","Unsexed",NA,161,"SL","Canada","Ontario lake","<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"73","Ictalurus punctatus","Channel catfish","Unsexed",NA,337,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"741","Noturus flavus","Stonecat","Unsexed",NA,89,"SL","United States","Ohio","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
"75","Noturus gyrinus","Tadpole madtom","Unsexed",NA,62,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"76","margined madtom","Margined madtom","Unsexed",NA,103,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=3527 target='_blank' >Carlander, 1969</a>"
"771","Noturus miurus","Brindled madtom","Unsexed",51,61,NA,"United States","Ohio","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
"781","Noturus stigmosus","Northern madtom","Unsexed",NA,60,NA,"United States","Ohio","<a href=http://fishbase.us/references/FBRefSummary.php?id=3987 target='_blank' >Coker et al. 2001</a>"
"791","Esox americanus americanus","Redfin pickerel","Unsexed",140,178,"FL","United States","North Carolina","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
"801","Esox americanus vermiculatus","Grass pickerel","Unsexed",124,166,"FL","Canada","Jones Creek, Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
"811","Esox lucius","Northern pike","Unsexed",NA,534,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"821","Esox masquinongy","Muskellunge","Unsexed",NA,650,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"831","Esox niger","Chain pickerel","Unsexed",NA,440,"TL","Canada","New Brunswick","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"841","Dallia pectoralis","Alaska blackfish","Unsexed",NA,50,NA,"United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=10280 target='_blank' >McPhail and Lindsey, 1970</a>"
"851","Umbra limi","Central mudminnow","Unsexed",NA,110,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"861","Hypomesus olidus","Pond smelt","Unsexed",NA,75,NA,"United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=10280 target='_blank' >McPhail and Lindsey, 1970</a>"
"871","Osmerus mordax","Rainbow smelt","Unsexed",NA,125,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"881","Spirinchus thaleichthys","Longfin smelt","Unsexed",NA,107,"SL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"891","Thaleichthys pacificus","Eulachon","Unsexed",104,124,"FL","Canada","British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"901","Coregonus artedi","Cisco","Unsexed",NA,246,"SL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=10280 target='_blank' >Portt et al. 1988</a>"
"91","Coregonus hoyi?","Bloater","Unsexed",NA,208,"FL","Canada","Lake Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"92","Coregonus kiyi","Kiyi","Male",NA,178,"TL","United States","Lake Michigan","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"93","Coregonus kiyi","Kiyi","Female",NA,173,"TL","United States","Lake Michigan","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"94","Coregonus laurettae","Bering cisco","Unsexed",NA,345,"FL","United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=28864 target='_blank' >Alt, 1973</a>"
"951","Coregonus nigripinnis","Blackfin cisco","Unsexed",NA,183,"SL","Canada","Lake Winnipeg","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"961","Coregonus zenithicus","Shortjaw cisco","Unsexed",NA,277,"TL",NA,"Lake Superior","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"971","Coregonus clupeaformis","Lake whitefish","Unsexed",NA,236,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"981","Prosopium coulterii","Pygmy whitefish","Male",91,NA,"TL",NA,"Lake Superior","<a href=http://fishbase.us/references/FBRefSummary.php?id=28945 target='_blank' >Eschmeyer and Bailey, 1954</a>"
"991","Prosopium coulterii","Pygmy whitefish","Female",107,NA,"TL",NA,"Lake Superior","<a href=http://fishbase.us/references/FBRefSummary.php?id=28945 target='_blank' >Eschmeyer and Bailey, 1954</a>"
"1001","Prosopium cylindraceum","Round whitefish","Unsexed",NA,183,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1011","Prosopium williamsoni","Mountain whitefish","Unsexed",NA,230,NA,"Canada","British Columbia","<a href=http://publications.gc.ca/pub?id=9.562530&sl=0 target='_blank' >Ford et al. 1995</a>"
"1021","Stenodus leucichthys","Inconnu","Unsexed",NA,610,"SL","Canada","Great Slave Lake, Northwest Territories","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"1031","Oncorhynchus mykiss aguabonita","Golden trout","Unsexed",NA,335,"TL","United States","Montana","<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
"1041","Oncorhynchus clarkii","Cutthroat trout","Unsexed",NA,363,"FL","Canada","Vancouver Island, British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"1051","Oncorhynchus gorbuscha","Pink salmon","Unsexed",NA,411,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1061","Oncorhynchus keta","Chum salmon","Unsexed",NA,681,"FL","Canada","Fraser River, British Columbia","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
"1071","Oncorhynchus kisutch","Coho salmon","Unsexed",NA,635,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1081","Oncorhynchus mykiss","Rainbow trout","Unsexed",NA,349,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"109","Oncorhynchus nerka","Sockeye salmon","Unsexed",203,216,NA,"Canada","Northern British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"110","Oncorhynchus nerka","Sockeye salmon","Unsexed",305,343,NA,"Canada","Southern British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"111","Oncorhynchus nerka","Sockeye salmon","Unsexed",160,220,NA,"Canada","Kootenay Lake, British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"112","Oncorhynchus tshawytscha","Chinook salmon","Unsexed",NA,750,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"113","Salmo salar","Atlantic salmon","Unsexed",NA,800,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1141","Salmo trutta","Brown trout","Unsexed",NA,258,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1151","Salvelinus alpinus","Arctic char","Unsexed",NA,363,"FL","Canada","Frobisher Bay, Nunavut","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"1161","Salvelinus confluentus","Bull trout","Unsexed",NA,385,NA,"Canada","British Columbia","<a href=http://publications.gc.ca/pub?id=9.562530&sl=0 target='_blank' >Ford et al. 1995</a>"
"1171","Salvelinus fontinalis","Brook trout","Unsexed",NA,156,"SL","Canada","Ontario lake","<a href=http://fishbase.us/references/FBRefSummary.php?id=10280 target='_blank' >Portt et al. 1988</a>"
"118","Salvelinus malma","Dolly Varden","Unsexed",NA,206,"FL","United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"119","Salvelinus namaycush","Lake trout","Unsexed",NA,510,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"1201","Thymallus arcticus","Arctic grayling","Unsexed",NA,326,"FL","Canada","Prairie Creek, Alberta","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"1211","Percopsis omiscomaycus","Trout-perch","Unsexed",NA,78,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"1221","Lota lota","Burbot","Unsexed",NA,370,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"123","Fundulus diaphanus","Banded killifish","Unsexed",NA,53,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"124","Fundulus heteroclitus","Mummichog","Unsexed",NA,38,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"125","Fundulus notatus","Blackstripe topminnow","Unsexed",36,38,"TL","United States","Fox River, Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"126","Fundulus notatus","Blackstripe topminnow","Mixed",41,48,"TL","United States","Rock River, Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"1271","Labidesthes sicculus","Brook silverside","Unsexed",NA,74,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1281","Apeltes quadracus","Fourspine stickleback","Unsexed",NA,41,"SL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1291","Culaea inconstans","Brook stickleback","Unsexed",NA,50,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"130","Gasterosteus aculeatus","Three-spined stickleback","Unsexed",NA,37,"TL","England and Wales (UK)","Birket River","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"1311","Pungitius pungitius","Ninespine stickleback","Unsexed",NA,35,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"1321","Cottus aleuticus","Coastrange sculpin","Unsexed",NA,71,"TL","United States","Oregon","<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
"1331","Cottus asper","Prickly sculpin","Female",NA,94,"SL","United States","Washington","<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
"1341","Cottus asper","Prickly sculpin","Unsexed",NA,71,"SL","United States","Oregon","<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
"1351","Cottus bairdii","Mottled sculpin","Unsexed",NA,60,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"1361","Cottus cognatus","Slimy sculpin","Unsexed",NA,63,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1371","Cottus confusus","Shorthead sculpin","Unsexed",60,65,NA,"Canada","Flathead River, British Columbia","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"138","Cottus rhotheus","Torrent sculpin","Unsexed",NA,53,"SL","Canada","British Columbia","<a href=http://fishbase.us/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski and Whitney, 1979</a>"
"139","Cottus ricei","Spoonhead sculpin","Unsexed",NA,68,NA,NA,"Lake Superior","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"1401","Myoxocephalus quadricornis","Fourhorn sculpin","Male",NA,150,"TL","Canada","Tuktoyaktuk Peninsula, Nortwest Territories","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=58522 target='_blank' >Houston, 1990b</a>"
"1411","Myoxocephalus quadricornis","Fourhorn sculpin","Female",NA,180,"TL","Canada","Tuktoyaktuk Peninsula, Nortwest Territories","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=58522 target='_blank' >Houston, 1990b</a>"
"1421","Myoxocephalus thompsonii","Deepwater sculpin","Unsexed",NA,81,"TL","Canada","Burchell Lake, Ontario","<a href=https://doi.org/10.1139/z81-196 target='_blank' >Black and Lankester, 1981</a>"
"1431","Morone americana","White perch","Unsexed",NA,254,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1441","Morone chrysops","White bass","Unsexed",NA,115,"SL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"145","Morone saxatilis","Striped bass","Unsexed",NA,422,"FL",NA,"St. Lawrence River","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"1461","Ambloplites rupestris","Rock bass","Unsexed",NA,54,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"1471","Lepomis cyanellus","Green sunfish","Unsexed",NA,76,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"1481","Lepomis gibbosus","Pumpkinseed","Unsexed",NA,59,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"1491","Lepomis gulosus","Warmouth","Unsexed",NA,89,NA,NA,NA,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=3672 target='_blank' >Carlander, 1969</a>"
"1501","Lepomis humilis","Orangespotted sunfish","Unsexed",NA,55,"TL","Canada","Cedar Creek, Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"1511","Lepomis macrochirus","Bluegill","Unsexed",NA,93,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"152","Lepomis megalotis","Longear sunfish","Unsexed",NA,99,"TL","United States","Michigan","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"1531","Micropterus dolomieu","Smallmouth bass","Unsexed",NA,264,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"1541","Micropterus salmoides","Largemouth bass","Unsexed",NA,272,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"155","Pomoxis annularis","White crappie","Unsexed",152,177,"TL","United States",NA,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"156","Pomoxis nigromaculatus","Black crappie","Unsexed",NA,192,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"157","Ammocrypta pellucida","Eastern sand darter","Unsexed",NA,36,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3654104~S6 target='_blank' >Holm and Mandrak, 1995</a>"
"158","Etheostoma blennioides","Greenside darter","Unsexed",52,56,"TL","Canada","Grand River, Ontario","<a href=https://doi.org/10.1023/A:1007444811400 target='_blank' >Bunt et al. 1998; agrees with SL in Fahy, 1954</a>"
"1591","Etheostoma caeruleum","Rainbow darter","Unsexed",34,43,"TL","United States","Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"160","Iowa darter","Iowa darter","Unsexed",NA,43,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"161","Etheostoma flabellare","Fantail darter","Unsexed",NA,55,"TL","United States","West and North of Viginia","<a href=http://fishbase.us/references/FBRefSummary.php?id=54724 target='_blank' >Jenkins and Burkhead, 1993</a>"
"1621","Etheostoma microperca","Least darter","Male",NA,34,"TL","United States","Dinner Creek, Minnesota","<a href=https://doi.org/10.2307/2426372 target='_blank' >Johnson and Hatch, 1991</a>"
"163","Etheostoma microperca","Least darter","Female",NA,33,"TL","United States","Dinner Creek, Minnesota","<a href=https://doi.org/10.2307/2426372 target='_blank' >Johnson and Hatch, 1991</a>"
"164","Etheostoma nigrum","Johnny darter","Unsexed",NA,37,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"165","Etheostoma olmstedi","Tessellated darter","Unsexed",NA,40,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"166","Percina caprodes","Logperch","Unsexed",NA,106,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
